Coords	Name	MIRNA	white_1_trimmed	white_2_trimmed	red_1_trimmed	red_2_trimmed	SRR1586419_trimmed	SRR1586420_trimmed	SRR1586421_trimmed	SRR1586422_trimmed	SRR1586423_trimmed	SRR1586424_trimmed	SRR1586425_trimmed	SRR1586426_trimmed
Fvb1:8856639-8857082	User_locus_292	N	34	6	4	0	9	2	2	14	13	20	12	5
Fvb1:8945198-8945605	User_locus_293	N	18	13	32	23	9	37	4	45	33	126	60	18
Fvb1:8945652-8946080	User_locus_294	N	43	26	16	14	6	22	17	85	102	104	60	28
Fvb1:8971558-8971985	User_locus_295	N	15	13	41	0	0	47	0	41	17	11	32	6
Fvb1:9038091-9038476	User_locus_296	N	115	96	80	86	20	86	117	287	207	163	106	13
Fvb1:9038571-9039043	User_locus_297	N	0	0	5	0	9	8	0	1	0	2	8	0
Fvb1:9039305-9039624	User_locus_298	N	33	27	19	25	15	66	48	161	123	84	30	43
Fvb1:9073523-9073834	User_locus_299	N	54	26	37	8	3	67	17	211	77	89	106	51
Fvb1:9090918-9091407	User_locus_300	N	32	48	25	17	3	14	1	57	73	65	36	7
Fvb1:9092138-9092482	User_locus_301	N	20	8	11	4	1	36	7	59	40	45	51	5
Fvb1:9100374-9101072	User_locus_302	N	5846	5814	7043	5579	1916	8702	5267	14221	10616	19521	9259	5302
Fvb1:9109931-9110586	User_locus_303	N	48	19	41	1	0	8	0	25	14	66	20	34
Fvb1:9162473-9162804	User_locus_304	N	0	0	0	11	32	0	18	60	16	13	3	0
Fvb1:9231305-9231990	User_locus_305	N	7	5	4	2	7	10	1	12	0	3	14	9
Fvb1:9240965-9241446	User_locus_306	N	74	38	58	20	4	79	15	109	100	194	100	44
Fvb1:9298842-9299507	User_locus_307	N	6	7	7	4	12	8	5	53	23	31	32	11
Fvb1:9299804-9300487	User_locus_308	N	93	52	47	27	20	101	22	97	93	213	126	29
Fvb1:9334230-9334695	User_locus_309	N	0	0	1	1	0	9	3	8	2	17	12	0
Fvb1:9489634-9490331	User_locus_310	N	22	16	11	1	2	10	3	21	28	33	24	4
Fvb1:9551518-9551935	User_locus_311	N	234	160	146	57	34	159	79	343	418	1092	1165	237
Fvb1:9570897-9571332	User_locus_312	N	0	1	0	0	1	16	18	84	81	118	104	37
Fvb1:9571333-9571747	User_locus_313	N	0	0	0	0	26	71	0	28	15	43	87	11
Fvb1:9655769-9656281	User_locus_314	N	49	40	43	17	16	244	66	378	126	225	203	67
Fvb1:9657535-9657997	User_locus_315	N	25	15	16	11	1	8	1	20	3	27	68	5
Fvb1:9699254-9699537	User_locus_316	N	3	11	3	0	4	87	3	37	24	95	100	4
Fvb1:9753253-9753701	User_locus_317	N	89	32	30	23	10	31	13	51	75	144	71	20
Fvb1:9835751-9836448	User_locus_318	N	91	30	35	36	15	126	12	158	176	241	110	36
Fvb1:9858612-9859009	User_locus_319	N	1	17	12	4	8	0	6	0	0	44	9	10
Fvb1:9878525-9878743	User_locus_320	N	3040	2679	1905	1253	362	1406	242	1390	1850	7447	3398	647
Fvb1:9894681-9894901	User_locus_321	N	74	65	65	34	32	80	17	331	154	516	352	107
Fvb1:9894903-9895266	User_locus_322	N	6	3	1	14	5	19	1	21	2	15	11	3
Fvb1:9895286-9895778	User_locus_323	N	19	21	8	11	9	19	9	182	47	53	153	10
Fvb1:9904005-9904411	User_locus_324	N	11	14	5	12	0	27	1	11	14	51	45	13
Fvb1:9904429-9904823	User_locus_325	N	14	10	18	4	11	7	2	9	7	11	16	6
Fvb1:9904828-9905209	User_locus_326	N	13	12	15	14	1	14	0	22	37	31	19	9
Fvb1:9905587-9906051	User_locus_327	N	12	3	5	1	0	4	0	10	7	11	17	2
Fvb1:9906052-9906420	User_locus_328	N	10	4	11	7	5	0	24	25	38	32	78	3
Fvb1:9906424-9906883	User_locus_329	N	4	1	11	0	0	12	5	4	4	30	2	3
Fvb1:9908308-9908773	User_locus_330	N	18	15	2	11	0	13	1	9	14	136	24	0
Fvb1:9920340-9920729	User_locus_331	N	41	24	39	9	0	85	2	71	24	68	35	19
Fvb1:9937051-9937526	User_locus_332	N	2	4	6	0	0	0	1	0	0	12	5	25
Fvb1:9993498-9994152	User_locus_333	N	92	63	57	21	8	81	23	129	200	161	120	42
Fvb1:10023428-10023819	User_locus_334	N	49	29	26	32	0	0	2	47	30	54	31	0
Fvb1:10025248-10025650	User_locus_335	N	4	3	1	8	0	52	3	7	4	30	7	1
Fvb1:10029848-10030263	User_locus_336	N	4	10	15	10	0	23	25	41	72	61	37	6
Fvb1:10030280-10030639	User_locus_337	N	20	33	32	17	21	22	4	27	22	148	58	4
Fvb1:10053134-10053434	User_locus_338	N	48	50	32	16	4	177	28	207	121	332	298	64
Fvb1:10061694-10062164	User_locus_339	N	47	19	12	32	8	58	6	96	71	160	108	15
Fvb1:10063011-10063456	User_locus_340	N	22	18	11	11	6	37	1	36	42	44	40	21
Fvb1:10067641-10068124	User_locus_341	N	15	0	10	8	10	9	16	35	14	18	66	0
Fvb1:10068125-10068605	User_locus_342	N	13	0	17	6	0	10	12	67	6	65	41	2
Fvb1:10111035-10111434	User_locus_343	N	61	41	29	21	4	61	6	79	74	149	109	50
Fvb1:10179048-10179540	User_locus_344	N	0	0	1	0	0	0	0	2	0	2	3	0
Fvb1:10189832-10190261	User_locus_345	N	10	0	6	0	3	52	10	30	45	32	13	24
Fvb1:10235660-10236102	User_locus_346	N	6	9	0	10	0	11	4	21	7	6	24	13
Fvb1:10275645-10276108	User_locus_347	N	19	8	2	2	0	28	0	79	17	41	27	21
Fvb1:10333800-10334470	User_locus_348	N	148	128	101	68	54	186	39	298	219	516	310	99
Fvb1:10368325-10368801	User_locus_349	N	34	64	53	24	27	99	21	219	92	261	176	45
Fvb1:10499721-10500084	User_locus_350	N	0	0	12	0	0	0	0	2	0	6	4	0
Fvb1:10518048-10518335	User_locus_351	N	12	15	19	3	0	8	12	38	44	32	15	1
Fvb1:10573851-10574213	User_locus_352	N	48	0	84	113	7	49	8	155	146	196	86	85
Fvb1:10582043-10582399	User_locus_353	N	13	12	4	3	3	17	0	14	4	9	9	6
Fvb1:10625172-10625564	User_locus_354	N	60	38	28	21	0	32	0	27	22	75	53	16
Fvb1:10698278-10698716	User_locus_355	N	16	25	45	12	0	7	0	9	0	5	5	3
Fvb1:10711888-10712265	User_locus_356	N	12	4	3	5	5	11	0	28	5	11	34	16
Fvb1:10735522-10736024	User_locus_357	N	1	0	20	0	1	10	0	6	0	5	13	1
Fvb1:10742992-10743416	User_locus_358	N	45	7	9	28	15	83	4	32	41	41	34	8
Fvb1:10811650-10812125	User_locus_359	N	2	0	0	0	0	0	0	5	0	0	2	1
Fvb1:10814422-10814842	User_locus_360	N	270	332	95	70	7	73	9	107	141	448	184	57
Fvb1:10919762-10920460	User_locus_361	N	1	0	0	3	0	4	2	35	31	15	20	1
Fvb1:10957616-10957961	User_locus_362	N	0	0	0	1	0	1	0	2	2	1	0	2
Fvb1:10985633-10986012	User_locus_363	N	11	18	5	6	8	80	0	28	4	42	54	10
Fvb1:11001676-11002096	User_locus_364	N	100	68	65	52	27	180	28	187	333	667	513	199
Fvb1:11021798-11022252	User_locus_365	N	60	51	25	15	35	202	4	135	60	156	114	27
Fvb1:11042569-11042970	User_locus_366	N	1	17	0	13	22	0	0	16	9	1	20	3
Fvb1:11043193-11043637	User_locus_367	N	2	2	0	9	4	37	23	26	4	36	0	1
Fvb1:11046596-11047030	User_locus_368	N	52	31	45	19	22	69	12	120	53	87	104	22
Fvb1:11081943-11082315	User_locus_369	N	22	5	2	8	12	0	2	1	29	28	3	0
Fvb1:11088858-11089280	User_locus_370	N	9	0	12	5	0	4	0	25	7	20	4	2
Fvb1:11098638-11099061	User_locus_371	N	87	50	34	34	19	56	68	261	79	225	102	45
Fvb1:11149474-11149695	User_locus_372	N	7	3	0	1	2	8	0	16	17	58	2	0
Fvb1:11163862-11164543	User_locus_373	N	1	0	3	4	1	1	3	15	10	19	21	2
Fvb1:11204646-11205104	User_locus_374	N	71	36	38	54	20	36	10	71	82	250	136	14
Fvb1:11232191-11232688	User_locus_375	N	89	55	82	35	16	74	17	104	167	197	123	49
Fvb1:11253354-11253964	User_locus_376	N	37	36	32	19	13	41	2	59	39	93	46	7
Fvb1:11274041-11274485	User_locus_377	N	2	0	0	1	1	0	0	7	0	7	0	0
Fvb1:11319482-11319804	User_locus_378	N	35	22	17	13	15	38	67	144	134	68	70	20
Fvb1:11325879-11326281	User_locus_379	N	13	12	8	1	14	24	0	40	19	20	33	7
Fvb1:11346627-11346937	User_locus_380	N	81	41	54	29	7	87	22	160	77	271	146	33
Fvb1:11364447-11364896	User_locus_381	N	2	3	2	2	0	11	1	4	0	4	5	1
Fvb1:11364908-11365605	User_locus_382	N	32	9	11	9	2	21	2	7	13	28	20	9
Fvb1:11381569-11382266	User_locus_383	N	16	6	7	4	3	4	9	34	15	28	44	25
Fvb1:11421635-11421955	User_locus_384	N	5	2	5	3	2	15	0	20	10	16	19	7
Fvb1:11443102-11443800	User_locus_385	N	7	2	2	1	0	12	0	5	1	1	3	0
Fvb1:11445199-11445598	User_locus_386	N	28	1	7	0	1	11	5	26	14	96	8	1
Fvb1:11457496-11457887	User_locus_387	N	3	5	4	0	2	5	0	33	0	20	16	1
Fvb1:11478246-11478505	User_locus_388	N	1	0	0	0	0	0	0	0	0	2	6	0
Fvb1:11498769-11499467	User_locus_389	N	20	11	12	11	0	14	3	25	14	44	22	5
Fvb1:11537665-11538044	User_locus_390	N	59	45	24	19	15	178	8	150	112	257	234	43
Fvb1:11553011-11553310	User_locus_391	N	75	37	27	22	19	50	2	66	26	139	112	46
Fvb1:11591302-11591618	User_locus_392	N	0	1	0	2	0	3	0	0	0	0	37	1
Fvb1:11597675-11598104	User_locus_393	N	44	56	6	17	17	98	9	35	81	100	73	15
Fvb1:11607766-11608150	User_locus_394	N	5	10	8	5	0	0	9	8	29	2	4	2
Fvb1:11655509-11655664	User_locus_395	N	0	0	0	0	0	0	0	1	0	0	0	0
Fvb1:11660368-11660567	User_locus_396	N	0	0	0	0	0	1	0	0	0	0	0	0
Fvb1:11664196-11664730	User_locus_397	N	10	20	28	16	11	84	25	95	104	148	61	14
Fvb1:11664737-11665136	User_locus_398	N	1	7	10	1	0	3	8	38	21	32	3	2
Fvb1:11665234-11665522	User_locus_399	N	22	23	15	5	0	2	71	127	59	94	5	2
Fvb1:11665886-11666401	User_locus_400	N	52	40	179	97	2	37	77	140	74	134	11	2
Fvb1:11692504-11692871	User_locus_401	N	9	1	0	8	1	18	2	14	3	20	42	0
Fvb1:11692902-11693393	User_locus_402	N	3	6	5	1	12	0	2	10	6	14	15	1
Fvb1:11693404-11693751	User_locus_403	N	17	7	15	8	3	10	9	26	27	35	10	8
Fvb1:11704170-11704511	User_locus_404	N	4	12	6	1	1	6	0	3	7	27	5	2
Fvb1:11704559-11705068	User_locus_405	N	2	1	0	0	0	0	0	11	2	2	4	0
Fvb1:11705075-11705471	User_locus_406	N	4	1	0	0	3	3	1	10	11	7	1	0
Fvb1:11705512-11705916	User_locus_407	N	14	27	6	7	3	5	18	39	51	11	4	4
Fvb1:11710558-11710931	User_locus_408	N	0	2	8	0	0	16	2	34	6	20	17	0
Fvb1:11729705-11730253	User_locus_409	N	6	3	9	0	7	3	13	21	17	31	43	16
Fvb1:11742614-11743045	User_locus_410	N	19	10	16	8	0	11	5	41	16	102	32	16
Fvb1:11800589-11800872	User_locus_411	N	25	27	42	49	26	54	34	148	102	225	133	44
Fvb1:11878263-11878960	User_locus_412	N	16	13	22	14	5	15	7	150	125	198	189	69
Fvb1:11891516-11892098	User_locus_413	N	14	0	13	17	3	4	20	43	26	61	18	15
Fvb1:11931071-11931484	User_locus_414	N	62	65	32	36	6	71	3	70	38	353	327	22
Fvb1:11954500-11954896	User_locus_415	N	4	0	15	0	2	19	0	0	3	39	7	1
Fvb1:11954900-11955293	User_locus_416	N	6	5	2	2	0	5	0	4	1	17	8	1
Fvb1:11955335-11955623	User_locus_417	N	39	44	98	57	22	91	102	85	86	78	121	3
Fvb1:11955360-11955993	User_locus_418	N	58	77	124	60	22	77	124	87	111	133	153	42
Fvb1:11956100-11956497	User_locus_419	N	13	1	21	10	19	1	15	29	43	51	16	18
Fvb1:11966607-11967304	User_locus_420	N	3	8	3	2	17	10	11	8	44	490	7	6
Fvb1:11975736-11976433	User_locus_421	N	12	4	5	6	0	5	1	25	3	26	19	2
Fvb1:12066949-12067232	User_locus_422	N	12	12	10	9	1	4	0	13	29	20	16	0
Fvb1:12068307-12068583	User_locus_423	N	12	2	2	1	0	7	4	5	16	18	15	1
Fvb1:12071655-12072035	User_locus_424	N	6	3	0	0	0	19	0	8	1	23	25	8
Fvb1:12094842-12095015	User_locus_425	N	227	136	160	47	21	95	24	196	122	273	157	12
Fvb1:12099922-12100286	User_locus_426	N	62	44	24	6	8	23	4	97	3	255	218	45
Fvb1:12120858-12121307	User_locus_427	N	0	0	0	0	0	0	0	0	0	2	0	0
Fvb1:12121312-12121700	User_locus_428	N	0	1	0	0	1	0	0	0	0	0	1	0
Fvb1:12124542-12124996	User_locus_429	N	4281	4280	1128	653	264	921	153	349	795	258	78	20
Fvb1:12129406-12129842	User_locus_430	N	0	1	0	1	1	0	0	0	0	0	1	0
Fvb1:12129843-12130293	User_locus_431	N	0	1	1	2	0	0	0	0	0	1	0	0
Fvb1:12133120-12133572	User_locus_432	N	1807	868	563	101	78	808	72	223	410	1767	484	15
Fvb1:12142839-12143137	User_locus_433	N	16	7	24	11	0	12	1	25	18	25	32	4
Fvb1:12145009-12145504	User_locus_434	N	6	7	9	1	0	7	3	14	4	28	41	8
Fvb1:12150156-12150546	User_locus_435	N	18	6	16	0	0	0	1	5	29	34	33	9
Fvb1:12158098-12158346	User_locus_436	N	0	1	1	0	0	0	0	0	0	5	2	1
Fvb1:12196476-12196880	User_locus_437	N	22	0	0	2	0	0	0	0	18	42	33	1
Fvb1:12205410-12205871	User_locus_438	N	34	29	12	17	7	84	13	102	48	155	151	31
Fvb1:12219096-12219635	User_locus_439	N	48	76	14	8	11	26	32	32	17	153	22	12
Fvb1:12230253-12230665	User_locus_440	N	123	83	60	26	11	70	21	142	144	334	214	18
Fvb1:12232715-12233180	User_locus_441	N	34	18	17	10	6	52	14	81	28	111	32	20
Fvb1:12241599-12242030	User_locus_442	N	7	0	0	0	9	31	4	47	14	24	27	12
Fvb1:12242031-12242439	User_locus_443	N	4	1	0	0	0	4	0	4	9	13	5	1
Fvb1:12291268-12291568	User_locus_444	N	31	21	9	8	6	64	5	67	48	46	71	25
Fvb1:12297248-12297753	User_locus_445	N	58	0	27	1	0	2	1	20	16	85	55	32
Fvb1:12297758-12298122	User_locus_446	N	46	42	27	24	16	18	51	99	137	139	48	5
Fvb1:12298136-12298590	User_locus_447	N	38	23	22	17	12	96	15	15	28	178	101	16
Fvb1:12319061-12319261	User_locus_448	N	0	7	0	3	0	10	15	6	14	0	5	0
Fvb1:12340598-12341027	User_locus_449	N	43	42	11	16	32	125	84	173	79	322	27	9
Fvb1:12341722-12342093	User_locus_450	N	168	136	120	57	3	76	5	47	53	194	53	28
Fvb1:12359349-12359774	User_locus_451	N	11	3	0	9	6	27	0	11	4	37	20	1
Fvb1:12383660-12384099	User_locus_452	N	13	20	8	22	3	17	3	24	40	43	32	10
Fvb1:12410692-12411009	User_locus_453	N	123	60	43	28	44	293	37	356	143	459	393	106
Fvb1:12446902-12447479	User_locus_454	N	5	1	5	3	3	2	2	7	17	13	13	4
Fvb1:12488104-12488423	User_locus_455	N	0	0	0	1	0	0	0	1	0	3	0	2
Fvb1:12548064-12548376	User_locus_456	N	39	53	14	30	14	28	0	33	26	59	44	2
Fvb1:12549570-12549874	User_locus_457	N	3	12	1	3	0	14	0	10	2	11	15	2
Fvb1:12566646-12567344	User_locus_458	N	56	26	34	14	0	53	1	55	29	65	55	17
Fvb1:12586828-12587085	User_locus_459	N	78	49	33	19	24	86	7	136	98	276	147	21
Fvb1:12611567-12612260	User_locus_460	N	52	28	6	8	20	40	12	93	109	212	80	22
Fvb1:12612296-12612568	User_locus_461	N	7	14	0	6	14	2	14	54	32	67	16	1
Fvb1:12612616-12613019	User_locus_462	N	4	0	0	1	4	0	12	26	28	31	15	12
Fvb1:12620893-12621318	User_locus_463	N	0	2	10	0	0	0	0	0	5	1	0	0
Fvb1:12625233-12625638	User_locus_464	N	109	118	670	396	22	69	15	53	104	268	93	28
Fvb1:12628693-12629101	User_locus_465	N	19	37	25	9	0	45	7	64	40	81	35	4
Fvb1:12630829-12631171	User_locus_466	N	175	108	126	83	30	126	16	155	157	559	410	82
Fvb1:12663154-12663577	User_locus_467	N	8	6	0	3	4	14	3	14	13	27	42	0
Fvb1:12675483-12675928	User_locus_468	N	30	14	25	16	56	78	30	102	69	124	146	67
Fvb1:12684489-12685167	User_locus_469	N	51	41	17	9	15	102	9	62	162	141	192	26
Fvb1:12730863-12731315	User_locus_470	N	2	0	3	1	1	0	0	18	3	4	8	3
Fvb1:12760010-12760626	User_locus_471	N	87	86	14	23	37	160	120	255	72	174	51	10
Fvb1:12843243-12843702	User_locus_472	N	35	26	28	4	0	16	1	10	18	90	51	13
Fvb1:12848508-12848967	User_locus_473	N	14	1	4	6	1	16	2	37	5	45	58	2
Fvb1:12914056-12914487	User_locus_474	N	63	38	28	20	2	29	1	20	46	303	90	17
Fvb1:12914489-12914869	User_locus_475	N	31	36	32	12	58	41	34	101	124	133	65	86
Fvb1:12914890-12915293	User_locus_476	N	5	2	8	2	1	0	0	4	4	4	0	1
Fvb1:12918302-12918797	User_locus_477	N	129	151	167	68	3	38	17	191	32	229	120	76
Fvb1:12982255-12982664	User_locus_478	N	38	2	21	0	3	6	0	14	0	42	57	2
Fvb1:12994144-12994592	User_locus_479	N	28	25	25	1	4	15	6	54	19	55	21	6
Fvb1:12995550-12996245	User_locus_480	N	59	37	52	23	15	67	11	98	45	134	99	30
Fvb1:13022733-13023431	User_locus_481	N	1	1	2	3	1	16	2	26	19	13	19	10
Fvb1:13053874-13054263	User_locus_482	N	18	13	31	24	5	43	2	68	27	63	96	17
Fvb1:13082243-13082940	User_locus_483	N	9	2	10	1	0	7	4	12	0	7	8	1
Fvb1:13114101-13114581	User_locus_484	N	21	3	33	8	26	63	20	102	41	179	89	25
Fvb1:13123967-13124355	User_locus_485	N	15	46	52	48	51	39	86	168	104	114	84	41
Fvb1:13124356-13124727	User_locus_486	N	33	41	30	33	7	2	17	40	47	61	31	33
Fvb1:13125077-13125618	User_locus_487	N	29	51	40	20	4	98	0	109	26	241	274	38
Fvb1:13125619-13125985	User_locus_488	N	5	19	16	7	3	14	11	32	31	111	118	19
Fvb1:13149149-13149532	User_locus_489	N	44	23	23	14	0	54	0	50	19	25	53	27
Fvb1:13175533-13176038	User_locus_490	N	13	2	5	4	9	0	3	6	21	69	33	3
Fvb1:13178051-13178499	User_locus_491	N	8	0	0	0	0	33	0	40	4	27	12	0
Fvb1:13178505-13178904	User_locus_492	N	4	8	0	0	0	0	0	6	2	11	6	0
Fvb1:13208867-13209294	User_locus_493	N	85	12	56	25	9	135	1	242	94	539	769	160
Fvb1:13211980-13212430	User_locus_494	N	11	12	3	4	1	2	1	27	7	22	19	3
Fvb1:13212768-13213212	User_locus_495	N	11	8	6	0	8	17	7	15	2	46	21	14
Fvb1:13216299-13216687	User_locus_496	N	3	3	4	0	0	7	0	15	0	4	6	0
Fvb1:13227395-13227736	User_locus_497	N	277	318	115	93	92	316	55	789	283	682	177	89
Fvb1:13227738-13228439	User_locus_498	N	59	19	55	20	7	125	10	199	32	129	75	20
Fvb1:13250376-13250781	User_locus_499	N	77	48	0	27	53	266	30	144	140	218	192	117
Fvb1:13282226-13282445	User_locus_500	N	3	1	4	3	1	6	2	12	15	7	1	0
Fvb1:13326788-13327183	User_locus_501	N	11	10	8	5	11	22	5	93	43	96	30	9
Fvb1:13369425-13369805	User_locus_502	N	18	4	3	0	1	13	0	7	4	43	13	2
Fvb1:13382812-13383510	User_locus_503	N	7	5	4	2	2	1	1	15	7	16	14	6
Fvb1:13392353-13393048	User_locus_504	N	6	10	8	5	12	14	2	42	33	137	51	13
Fvb1:13401742-13402440	User_locus_505	N	3	2	1	0	1	6	1	5	4	3	8	0
Fvb1:13415986-13416458	User_locus_506	N	4	2	0	0	1	0	11	7	3	9	4	3
Fvb1:13419094-13419342	User_locus_507	N	0	0	0	1	1	0	0	1	0	0	0	0
Fvb1:13423645-13423774	User_locus_508	N	0	7	0	0	0	0	3	6	1	4	11	0
Fvb1:13472150-13472574	User_locus_509	N	15	5	5	1	3	5	5	9	12	9	77	0
Fvb1:13472813-13473467	User_locus_510	N	3	3	2	4	1	1	8	17	19	21	6	5
Fvb1:13493387-13493673	User_locus_511	N	4	0	11	0	0	13	5	17	4	8	6	2
Fvb1:13494474-13494900	User_locus_512	N	25	10	19	2	24	7	6	55	103	75	77	6
Fvb1:13494908-13495292	User_locus_513	N	19	1	0	1	2	18	19	61	62	61	9	9
Fvb1:13495320-13495726	User_locus_514	N	66	83	19	51	124	490	511	1349	1018	176	71	60
Fvb1:13495744-13496078	User_locus_515	N	82	99	47	12	80	537	678	926	462	323	160	59
Fvb1:13506984-13507681	User_locus_516	N	18	18	17	3	9	48	6	39	18	63	84	18
Fvb1:13531564-13531996	User_locus_517	N	632	480	388	276	141	737	133	627	594	849	190	77
Fvb1:13581457-13581856	User_locus_518	N	19	20	10	15	10	7	3	29	21	53	58	6
Fvb1:13589405-13589779	User_locus_519	N	12	5	0	2	0	6	0	6	4	12	5	1
Fvb1:13589826-13590247	User_locus_520	N	16	8	11	3	0	5	6	70	79	75	63	14
Fvb1:13633242-13633652	User_locus_521	N	194	128	157	76	19	124	20	256	232	459	377	133
Fvb1:13671786-13672443	User_locus_522	N	40	31	17	5	13	44	14	60	56	237	39	12
Fvb1:13693559-13693862	User_locus_523	N	15	11	32	18	41	14	12	77	91	50	50	14
Fvb1:13752118-13752628	User_locus_524	N	1	0	0	0	0	10	0	2	19	32	10	0
Fvb1:13764630-13765328	User_locus_525	N	4	12	1	0	0	0	2	6	35	27	4	5
Fvb1:13770074-13770506	User_locus_526	N	44	8	16	10	0	7	12	35	18	28	15	0
Fvb1:13770507-13770866	User_locus_527	N	12	13	40	19	14	11	56	103	61	93	24	24
Fvb1:13775142-13775556	User_locus_528	N	7	3	1	5	0	64	9	55	46	110	81	21
Fvb1:13775622-13776017	User_locus_529	N	18	21	11	0	7	6	7	56	26	74	30	8
Fvb1:13776046-13776413	User_locus_530	N	28	48	12	10	0	33	105	287	148	89	2	0
Fvb1:13776422-13776936	User_locus_531	N	0	0	1	0	0	8	7	17	2	7	0	1
Fvb1:13776939-13777640	User_locus_532	N	64	63	48	31	18	26	111	282	150	201	41	18
Fvb1:13777641-13777941	User_locus_533	N	8	44	0	4	3	5	2	196	15	7	3	35
Fvb1:13797238-13797642	User_locus_534	N	2	1	2	0	0	1	1	0	3	10	0	3
Fvb1:13799630-13799924	User_locus_535	N	0	0	0	0	0	0	2	8	0	11	41	2
Fvb1:13799956-13800371	User_locus_536	N	7	2	6	10	11	0	0	16	11	51	15	3
Fvb1:13805904-13806335	User_locus_537	N	7	0	1	1	1	0	0	3	5	0	7	1
Fvb1:13810658-13810858	User_locus_538	N	0	0	0	0	1	1	2	18	2	0	4	0
Fvb1:13885188-13885605	User_locus_539	N	57	50	4	15	15	102	60	302	52	237	100	21
Fvb1:13885609-13886020	User_locus_540	N	27	9	18	3	0	17	36	128	13	22	20	11
Fvb1:13907353-13907768	User_locus_541	N	2	7	6	1	5	18	3	30	32	52	35	13
Fvb1:13955137-13955509	User_locus_542	N	8	0	0	0	9	12	7	63	3	46	45	19
Fvb1:13983579-13983876	User_locus_543	N	48	53	29	12	9	37	22	103	35	68	45	74
Fvb1:14011356-14011771	User_locus_544	N	9	2	3	1	3	32	4	48	23	43	56	5
Fvb1:14012407-14012781	User_locus_545	N	30	10	0	4	0	4	0	4	115	48	64	18
Fvb1:14067694-14068125	User_locus_546	N	117	121	41	103	3	3	0	159	39	185	16	4
Fvb1:14068131-14068480	User_locus_547	N	11	1	10	12	0	7	31	83	45	50	30	3
Fvb1:14120289-14120987	User_locus_548	N	52	39	30	15	11	64	15	96	60	205	87	22
Fvb1:14145158-14145343	User_locus_549	N	92	79	85	65	9	19	3	43	29	136	44	2
Fvb1:14179329-14179743	User_locus_550	N	175	134	106	72	74	430	74	686	429	784	411	132
Fvb1:14188890-14189527	User_locus_551	N	38	24	21	11	9	20	9	47	32	107	58	25
Fvb1:14195500-14195831	User_locus_552	N	6	18	14	5	7	36	8	70	71	67	65	0
Fvb1:14195872-14196304	User_locus_553	N	6	5	8	0	1	12	1	23	5	27	10	0
Fvb1:14198222-14198572	User_locus_554	N	6	2	0	2	0	0	0	1	0	17	4	0
Fvb1:14232137-14232834	User_locus_555	N	9	5	7	6	3	15	5	26	35	49	15	2
Fvb1:14245141-14245647	User_locus_556	N	30	14	2	4	8	32	0	35	16	40	19	11
Fvb1:14245818-14246182	User_locus_557	N	6	0	5	10	0	8	0	3	6	24	1	0
Fvb1:14246209-14246658	User_locus_558	N	0	0	0	0	4	7	0	11	7	7	2	0
Fvb1:14420043-14420605	User_locus_559	N	37	38	26	27	15	70	0	36	26	154	134	12
Fvb1:14504673-14504968	User_locus_560	N	31	20	41	7	7	10	0	38	34	111	83	7
Fvb1:14506799-14507187	User_locus_561	N	17	20	14	9	0	75	0	7	36	45	44	0
Fvb1:14543619-14544039	User_locus_562	N	55	25	25	14	11	79	7	36	42	62	38	19
Fvb1:14597005-14597204	User_locus_563	N	0	0	0	0	0	0	0	0	1	2	0	0
Fvb1:14605740-14606279	User_locus_564	N	0	2	0	1	0	1	0	1	1	4	59	2
Fvb1:14611484-14611638	User_locus_565	N	0	0	0	0	0	0	0	1	0	1	3	1
Fvb1:14611963-14612660	User_locus_566	N	0	3	0	1	0	0	0	2	1	1	0	0
Fvb1:14613009-14613477	User_locus_567	N	15	8	4	11	13	0	1	14	28	63	21	7
Fvb1:14613527-14613821	User_locus_568	N	2	8	14	3	4	12	0	15	24	18	2	3
Fvb1:14623061-14623497	User_locus_569	N	10	0	5	3	0	21	2	10	11	47	11	14
Fvb1:14673963-14674370	User_locus_570	N	117	56	26	0	24	13	3	54	42	246	111	30
Fvb1:14678410-14678773	User_locus_571	N	47	40	35	10	12	65	1	61	41	159	132	41
Fvb1:14708623-14709320	User_locus_572	N	7	8	0	1	0	0	2	0	5	14	5	8
Fvb1:14757632-14758328	User_locus_573	N	8	3	3	1	0	0	0	4	7	3	7	4
Fvb1:14790283-14790483	User_locus_574	N	5	0	0	0	0	0	0	4	2	18	8	0
Fvb1:14794810-14795240	User_locus_575	N	0	5	2	0	0	3	1	1	2	1	4	2
Fvb1:14835803-14836209	User_locus_576	N	0	1	4	3	1	0	0	7	4	13	5	0
Fvb1:14856470-14857168	User_locus_577	N	29	12	28	13	4	0	0	1	15	13	2	2
Fvb1:14969671-14970099	User_locus_578	N	33	17	13	6	4	46	12	52	46	50	20	3
Fvb1:14970106-14970519	User_locus_579	N	14	6	23	2	0	11	4	15	12	61	87	8
Fvb1:14970602-14971040	User_locus_580	N	10	9	8	6	8	6	0	44	20	278	85	19
Fvb1:14971131-14971714	User_locus_581	N	52	1	15	1	8	6	2	9	21	43	14	11
Fvb1:14986123-14986515	User_locus_582	N	33	26	20	6	7	27	1	26	17	76	31	14
Fvb1:14986522-14986974	User_locus_583	N	183	111	87	59	50	323	129	576	632	706	598	188
Fvb1:14986986-14987433	User_locus_584	N	223	166	90	56	72	461	70	646	568	1457	1210	264
Fvb1:15093251-15093615	User_locus_585	N	15	1	10	6	9	28	5	28	3	7	43	8
